"1","2","3","4","5"
0.114580997365723,0.000157141465156055,0.000114611042194334,0.724812655879429,0.160334594247498
0.00154476814149867,2.56608458514351e-05,0.000365105872198087,0.864176069748002,0.133888395392449
0.00140606909717928,6.56390303777781e-06,0.000132839329768337,0.944107728830271,0.0543467988397437
0.000235272186019992,2.27033891186876e-07,1.72294634533584e-05,0.989999116895342,0.00974815442129388
0.0823608991023863,1.38075444531172e-05,1.05867791656574e-05,0.882983095699432,0.0346316108745624
0.976888745102822,0.00222709360511966,1.49662573017394e-05,0.00160900549588998,0.0192601895388666
0.00244240647389185,0.000164820570975698,0.00142035931468768,0.597069903538734,0.398902510101711
0.0593187930085056,0.000474586245436013,0.192701383723139,0.513959060103491,0.233546176919428
0.546809226384432,0.00209768171788304,0.000316271546396103,0.130137853722585,0.320638966628704
0.00162855853320749,0.893482042204351,0.0801746519538334,1.01915691882817e-05,0.0247045557394198
0.971411713698222,0.00183715808635473,1.87700078775147e-05,0.0015834265856051,0.0251489316219402
0.250188788944851,0.00160814647213776,0.0553229338632595,0.289564192441521,0.403315938278231
0.180650596113956,0.000132243983420659,6.33517892711779e-05,0.695172328306068,0.123981479807284
0.000333443908400444,4.79189523213727e-07,2.94038416584846e-05,0.985262406984619,0.0143742660757992
0.00028658903493349,3.07307757475414e-07,2.08106803373412e-05,0.98843797832404,0.0112543146529313
0.332953431706231,0.228106058735442,0.316825808255525,0.00046479800260776,0.121649903300195
0.982926748032162,0.00149394625491506,8.94590135892983e-06,0.00107017902389189,0.0145001807876719
0.0644177964480873,0.809979369831052,0.00180552055487999,0.000326900315790908,0.12347041285019
0.184461281630262,0.000997413424852498,0.312108247663581,0.28468747735931,0.217745579921995
0.000364287883831442,5.44691790662372e-07,3.17188684411695e-05,0.984346784353751,0.0152566642021863
0.00031248028011241,4.94663218502911e-07,2.92753964790948e-05,0.984649556395625,0.015008193264565
0.000239386932122167,2.60531852112778e-07,1.92994791675055e-05,0.989137961025834,0.010603092031024
0.216942809597575,0.000144029091013821,6.05520180561471e-05,0.662682933120018,0.120169676173337
0.0326691349416183,0.0372846385221288,0.00320898356787836,0.0244151195462141,0.90242212342216
0.00232850812327814,0.985562805488556,0.000858936013213201,4.47785194890321e-06,0.0112452725230041
0.00183106062396978,0.990810795499174,0.000708424112791316,1.81718959653729e-06,0.0066479025744685
0.0159026832639882,0.40977405415975,0.00230814594434715,0.266740803039405,0.30527431359251
0.00141375435887432,1.17788055539101e-05,0.000225624830689432,0.919503870443168,0.0788449715617146
0.509827854625785,0.336436186374831,0.000732735162045143,0.00085219474154497,0.152151029095794
0.00266863729647812,0.988772762157864,0.000826189541812526,2.41064321268627e-06,0.00773000036063221
